,Season,Stage,Round,Href
254,2007/2008,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=333203&league_id=undefined&season_id=11173
255,2007/2008,2. del-Liga za prvaka,2,http://www.kzs.si/incl?id=114&game_id=333993&league_id=undefined&season_id=11173
256,2007/2008,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=333373&league_id=undefined&season_id=11173
257,2007/2008,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=333383&league_id=undefined&season_id=11173
258,2007/2008,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=333393&league_id=undefined&season_id=11173
259,2007/2008,2. del-Liga za prvaka,3,http://www.kzs.si/incl?id=114&game_id=333403&league_id=undefined&season_id=11173
260,2007/2008,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=333493&league_id=undefined&season_id=11173
261,2007/2008,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=333503&league_id=undefined&season_id=11173
262,2007/2008,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=333513&league_id=undefined&season_id=11173
263,2007/2008,2. del-Liga za prvaka,4,http://www.kzs.si/incl?id=114&game_id=333523&league_id=undefined&season_id=11173
264,2007/2008,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=333683&league_id=undefined&season_id=11173
265,2007/2008,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=333693&league_id=undefined&season_id=11173
266,2007/2008,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=333703&league_id=undefined&season_id=11173
267,2007/2008,2. del-Liga za prvaka,5,http://www.kzs.si/incl?id=114&game_id=334113&league_id=undefined&season_id=11173
268,2007/2008,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=333803&league_id=undefined&season_id=11173
269,2007/2008,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=333813&league_id=undefined&season_id=11173
270,2007/2008,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=333823&league_id=undefined&season_id=11173
271,2007/2008,2. del-Liga za prvaka,6,http://www.kzs.si/incl?id=114&game_id=334583&league_id=undefined&season_id=11173
272,2007/2008,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=334003&league_id=undefined&season_id=11173
273,2007/2008,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=334013&league_id=undefined&season_id=11173
274,2007/2008,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=334023&league_id=undefined&season_id=11173
275,2007/2008,2. del-Liga za prvaka,7,http://www.kzs.si/incl?id=114&game_id=334033&league_id=undefined&season_id=11173
276,2007/2008,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=334233&league_id=undefined&season_id=11173
277,2007/2008,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=334243&league_id=undefined&season_id=11173
278,2007/2008,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=334253&league_id=undefined&season_id=11173
279,2007/2008,2. del-Liga za prvaka,8,http://www.kzs.si/incl?id=114&game_id=334263&league_id=undefined&season_id=11173
280,2007/2008,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=334123&league_id=undefined&season_id=11173
281,2007/2008,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=334333&league_id=undefined&season_id=11173
282,2007/2008,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=334343&league_id=undefined&season_id=11173
283,2007/2008,2. del-Liga za prvaka,9,http://www.kzs.si/incl?id=114&game_id=334353&league_id=undefined&season_id=11173
284,2007/2008,Razigravanje,1,http://www.kzs.si/incl?id=114&game_id=334713&league_id=undefined&season_id=11173
285,2007/2008,Razigravanje,1,http://www.kzs.si/incl?id=114&game_id=334723&league_id=undefined&season_id=11173
286,2007/2008,Razigravanje,1,http://www.kzs.si/incl?id=114&game_id=334783&league_id=undefined&season_id=11173
287,2007/2008,Razigravanje,2,http://www.kzs.si/incl?id=114&game_id=334743&league_id=undefined&season_id=11173
288,2007/2008,Razigravanje,2,http://www.kzs.si/incl?id=114&game_id=334753&league_id=undefined&season_id=11173
289,2007/2008,Razigravanje,2,http://www.kzs.si/incl?id=114&game_id=334793&league_id=undefined&season_id=11173
290,2007/2008,Razigravanje,3,http://www.kzs.si/incl?id=114&game_id=334773&league_id=undefined&season_id=11173
291,2007/2008,Razigravanje,3,http://www.kzs.si/incl?id=114&game_id=334803&league_id=undefined&season_id=11173
292,2007/2008,Razigravanje,4,http://www.kzs.si/incl?id=114&game_id=334813&league_id=undefined&season_id=11173
293,2007/2008,Razigravanje-Polfinale-finale,1,http://www.kzs.si/incl?id=114&game_id=334713&league_id=undefined&season_id=11173
294,2007/2008,Razigravanje-Polfinale-finale,1,http://www.kzs.si/incl?id=114&game_id=334723&league_id=undefined&season_id=11173
295,2007/2008,Razigravanje-Polfinale-finale,1,http://www.kzs.si/incl?id=114&game_id=334783&league_id=undefined&season_id=11173
296,2007/2008,Razigravanje-Polfinale-finale,2,http://www.kzs.si/incl?id=114&game_id=334743&league_id=undefined&season_id=11173
297,2007/2008,Razigravanje-Polfinale-finale,2,http://www.kzs.si/incl?id=114&game_id=334753&league_id=undefined&season_id=11173
298,2007/2008,Razigravanje-Polfinale-finale,2,http://www.kzs.si/incl?id=114&game_id=334793&league_id=undefined&season_id=11173
299,2007/2008,Razigravanje-Polfinale-finale,3,http://www.kzs.si/incl?id=114&game_id=334773&league_id=undefined&season_id=11173
300,2007/2008,Razigravanje-Polfinale-finale,3,http://www.kzs.si/incl?id=114&game_id=334803&league_id=undefined&season_id=11173
301,2007/2008,Razigravanje-Polfinale-finale,4,http://www.kzs.si/incl?id=114&game_id=334813&league_id=undefined&season_id=11173
302,2008/2009,1. del,1,http://www.kzs.si/incl?id=114&game_id=334993&league_id=undefined&season_id=11213
303,2008/2009,1. del,1,http://www.kzs.si/incl?id=114&game_id=335003&league_id=undefined&season_id=11213
304,2008/2009,1. del,1,http://www.kzs.si/incl?id=114&game_id=335013&league_id=undefined&season_id=11213
305,2008/2009,1. del,1,http://www.kzs.si/incl?id=114&game_id=335023&league_id=undefined&season_id=11213
306,2008/2009,1. del,1,http://www.kzs.si/incl?id=114&game_id=335033&league_id=undefined&season_id=11213
307,2008/2009,1. del,1,http://www.kzs.si/incl?id=114&game_id=335043&league_id=undefined&season_id=11213
308,2008/2009,1. del,10,http://www.kzs.si/incl?id=114&game_id=336643&league_id=undefined&season_id=11213
309,2008/2009,1. del,10,http://www.kzs.si/incl?id=114&game_id=336653&league_id=undefined&season_id=11213
310,2008/2009,1. del,10,http://www.kzs.si/incl?id=114&game_id=336673&league_id=undefined&season_id=11213
311,2008/2009,1. del,10,http://www.kzs.si/incl?id=114&game_id=336683&league_id=undefined&season_id=11213
312,2008/2009,1. del,10,http://www.kzs.si/incl?id=114&game_id=336693&league_id=undefined&season_id=11213
313,2008/2009,1. del,10,http://www.kzs.si/incl?id=114&game_id=336703&league_id=undefined&season_id=11213
314,2008/2009,1. del,11,http://www.kzs.si/incl?id=114&game_id=336813&league_id=undefined&season_id=11213
315,2008/2009,1. del,11,http://www.kzs.si/incl?id=114&game_id=336823&league_id=undefined&season_id=11213
316,2008/2009,1. del,11,http://www.kzs.si/incl?id=114&game_id=336903&league_id=undefined&season_id=11213
317,2008/2009,1. del,11,http://www.kzs.si/incl?id=114&game_id=336913&league_id=undefined&season_id=11213
318,2008/2009,1. del,11,http://www.kzs.si/incl?id=114&game_id=336923&league_id=undefined&season_id=11213
319,2008/2009,1. del,11,http://www.kzs.si/incl?id=114&game_id=336933&league_id=undefined&season_id=11213
320,2008/2009,1. del,12,http://www.kzs.si/incl?id=114&game_id=337043&league_id=undefined&season_id=11213
321,2008/2009,1. del,12,http://www.kzs.si/incl?id=114&game_id=337053&league_id=undefined&season_id=11213
322,2008/2009,1. del,12,http://www.kzs.si/incl?id=114&game_id=337103&league_id=undefined&season_id=11213
323,2008/2009,1. del,12,http://www.kzs.si/incl?id=114&game_id=337113&league_id=undefined&season_id=11213
324,2008/2009,1. del,12,http://www.kzs.si/incl?id=114&game_id=337123&league_id=undefined&season_id=11213
325,2008/2009,1. del,12,http://www.kzs.si/incl?id=114&game_id=337133&league_id=undefined&season_id=11213
326,2008/2009,1. del,13,http://www.kzs.si/incl?id=114&game_id=337253&league_id=undefined&season_id=11213
327,2008/2009,1. del,13,http://www.kzs.si/incl?id=114&game_id=337263&league_id=undefined&season_id=11213
328,2008/2009,1. del,13,http://www.kzs.si/incl?id=114&game_id=337273&league_id=undefined&season_id=11213
329,2008/2009,1. del,13,http://www.kzs.si/incl?id=114&game_id=337283&league_id=undefined&season_id=11213
330,2008/2009,1. del,13,http://www.kzs.si/incl?id=114&game_id=337333&league_id=undefined&season_id=11213
331,2008/2009,1. del,13,http://www.kzs.si/incl?id=114&game_id=337363&league_id=undefined&season_id=11213
332,2008/2009,1. del,14,http://www.kzs.si/incl?id=114&game_id=337343&league_id=undefined&season_id=11213
333,2008/2009,1. del,14,http://www.kzs.si/incl?id=114&game_id=337353&league_id=undefined&season_id=11213
334,2008/2009,1. del,14,http://www.kzs.si/incl?id=114&game_id=337443&league_id=undefined&season_id=11213
335,2008/2009,1. del,14,http://www.kzs.si/incl?id=114&game_id=337453&league_id=undefined&season_id=11213
336,2008/2009,1. del,14,http://www.kzs.si/incl?id=114&game_id=337463&league_id=undefined&season_id=11213
337,2008/2009,1. del,14,http://www.kzs.si/incl?id=114&game_id=337473&league_id=undefined&season_id=11213
338,2008/2009,1. del,15,http://www.kzs.si/incl?id=114&game_id=337483&league_id=undefined&season_id=11213
339,2008/2009,1. del,15,http://www.kzs.si/incl?id=114&game_id=337493&league_id=undefined&season_id=11213
340,2008/2009,1. del,15,http://www.kzs.si/incl?id=114&game_id=337503&league_id=undefined&season_id=11213
341,2008/2009,1. del,15,http://www.kzs.si/incl?id=114&game_id=337513&league_id=undefined&season_id=11213
342,2008/2009,1. del,15,http://www.kzs.si/incl?id=114&game_id=337523&league_id=undefined&season_id=11213
343,2008/2009,1. del,15,http://www.kzs.si/incl?id=114&game_id=337533&league_id=undefined&season_id=11213
344,2008/2009,1. del,16,http://www.kzs.si/incl?id=114&game_id=337723&league_id=undefined&season_id=11213
345,2008/2009,1. del,16,http://www.kzs.si/incl?id=114&game_id=337733&league_id=undefined&season_id=11213
346,2008/2009,1. del,16,http://www.kzs.si/incl?id=114&game_id=337743&league_id=undefined&season_id=11213
347,2008/2009,1. del,16,http://www.kzs.si/incl?id=114&game_id=337753&league_id=undefined&season_id=11213
348,2008/2009,1. del,16,http://www.kzs.si/incl?id=114&game_id=338313&league_id=undefined&season_id=11213
349,2008/2009,1. del,16,http://www.kzs.si/incl?id=114&game_id=338323&league_id=undefined&season_id=11213
350,2008/2009,1. del,17,http://www.kzs.si/incl?id=114&game_id=337793&league_id=undefined&season_id=11213
351,2008/2009,1. del,17,http://www.kzs.si/incl?id=114&game_id=337803&league_id=undefined&season_id=11213
352,2008/2009,1. del,17,http://www.kzs.si/incl?id=114&game_id=337823&league_id=undefined&season_id=11213
353,2008/2009,1. del,17,http://www.kzs.si/incl?id=114&game_id=337833&league_id=undefined&season_id=11213
354,2008/2009,1. del,17,http://www.kzs.si/incl?id=114&game_id=337843&league_id=undefined&season_id=11213
355,2008/2009,1. del,17,http://www.kzs.si/incl?id=114&game_id=337853&league_id=undefined&season_id=11213
356,2008/2009,1. del,18,http://www.kzs.si/incl?id=114&game_id=337973&league_id=undefined&season_id=11213
357,2008/2009,1. del,18,http://www.kzs.si/incl?id=114&game_id=337983&league_id=undefined&season_id=11213
358,2008/2009,1. del,18,http://www.kzs.si/incl?id=114&game_id=337993&league_id=undefined&season_id=11213
359,2008/2009,1. del,18,http://www.kzs.si/incl?id=114&game_id=338003&league_id=undefined&season_id=11213
360,2008/2009,1. del,18,http://www.kzs.si/incl?id=114&game_id=338013&league_id=undefined&season_id=11213
361,2008/2009,1. del,18,http://www.kzs.si/incl?id=114&game_id=338023&league_id=undefined&season_id=11213
362,2008/2009,1. del,19,http://www.kzs.si/incl?id=114&game_id=338133&league_id=undefined&season_id=11213
363,2008/2009,1. del,19,http://www.kzs.si/incl?id=114&game_id=338143&league_id=undefined&season_id=11213
364,2008/2009,1. del,19,http://www.kzs.si/incl?id=114&game_id=338163&league_id=undefined&season_id=11213
365,2008/2009,1. del,19,http://www.kzs.si/incl?id=114&game_id=338173&league_id=undefined&season_id=11213
366,2008/2009,1. del,19,http://www.kzs.si/incl?id=114&game_id=338183&league_id=undefined&season_id=11213
367,2008/2009,1. del,19,http://www.kzs.si/incl?id=114&game_id=338193&league_id=undefined&season_id=11213
368,2008/2009,1. del,2,http://www.kzs.si/incl?id=114&game_id=335133&league_id=undefined&season_id=11213
369,2008/2009,1. del,2,http://www.kzs.si/incl?id=114&game_id=335143&league_id=undefined&season_id=11213
370,2008/2009,1. del,2,http://www.kzs.si/incl?id=114&game_id=335153&league_id=undefined&season_id=11213
371,2008/2009,1. del,2,http://www.kzs.si/incl?id=114&game_id=335163&league_id=undefined&season_id=11213
372,2008/2009,1. del,2,http://www.kzs.si/incl?id=114&game_id=335173&league_id=undefined&season_id=11213
373,2008/2009,1. del,2,http://www.kzs.si/incl?id=114&game_id=335183&league_id=undefined&season_id=11213
374,2008/2009,1. del,20,http://www.kzs.si/incl?id=114&game_id=338463&league_id=undefined&season_id=11213
375,2008/2009,1. del,20,http://www.kzs.si/incl?id=114&game_id=338473&league_id=undefined&season_id=11213
376,2008/2009,1. del,20,http://www.kzs.si/incl?id=114&game_id=338483&league_id=undefined&season_id=11213
377,2008/2009,1. del,20,http://www.kzs.si/incl?id=114&game_id=338493&league_id=undefined&season_id=11213
378,2008/2009,1. del,20,http://www.kzs.si/incl?id=114&game_id=338503&league_id=undefined&season_id=11213
379,2008/2009,1. del,20,http://www.kzs.si/incl?id=114&game_id=338603&league_id=undefined&season_id=11213
380,2008/2009,1. del,21,http://www.kzs.si/incl?id=114&game_id=338613&league_id=undefined&season_id=11213
381,2008/2009,1. del,21,http://www.kzs.si/incl?id=114&game_id=338623&league_id=undefined&season_id=11213
382,2008/2009,1. del,21,http://www.kzs.si/incl?id=114&game_id=338633&league_id=undefined&season_id=11213
383,2008/2009,1. del,21,http://www.kzs.si/incl?id=114&game_id=338643&league_id=undefined&season_id=11213
384,2008/2009,1. del,21,http://www.kzs.si/incl?id=114&game_id=338653&league_id=undefined&season_id=11213
385,2008/2009,1. del,21,http://www.kzs.si/incl?id=114&game_id=338663&league_id=undefined&season_id=11213
386,2008/2009,1. del,22,http://www.kzs.si/incl?id=114&game_id=338773&league_id=undefined&season_id=11213
387,2008/2009,1. del,22,http://www.kzs.si/incl?id=114&game_id=338783&league_id=undefined&season_id=11213
388,2008/2009,1. del,22,http://www.kzs.si/incl?id=114&game_id=338793&league_id=undefined&season_id=11213
389,2008/2009,1. del,22,http://www.kzs.si/incl?id=114&game_id=338803&league_id=undefined&season_id=11213
390,2008/2009,1. del,22,http://www.kzs.si/incl?id=114&game_id=338813&league_id=undefined&season_id=11213
391,2008/2009,1. del,22,http://www.kzs.si/incl?id=114&game_id=338823&league_id=undefined&season_id=11213
392,2008/2009,1. del,3,http://www.kzs.si/incl?id=114&game_id=335293&league_id=undefined&season_id=11213
393,2008/2009,1. del,3,http://www.kzs.si/incl?id=114&game_id=335303&league_id=undefined&season_id=11213
394,2008/2009,1. del,3,http://www.kzs.si/incl?id=114&game_id=335343&league_id=undefined&season_id=11213
395,2008/2009,1. del,3,http://www.kzs.si/incl?id=114&game_id=335353&league_id=undefined&season_id=11213
396,2008/2009,1. del,3,http://www.kzs.si/incl?id=114&game_id=335363&league_id=undefined&season_id=11213
397,2008/2009,1. del,3,http://www.kzs.si/incl?id=114&game_id=335463&league_id=undefined&season_id=11213
398,2008/2009,1. del,4,http://www.kzs.si/incl?id=114&game_id=335473&league_id=undefined&season_id=11213
399,2008/2009,1. del,4,http://www.kzs.si/incl?id=114&game_id=335483&league_id=undefined&season_id=11213
400,2008/2009,1. del,4,http://www.kzs.si/incl?id=114&game_id=335523&league_id=undefined&season_id=11213
401,2008/2009,1. del,4,http://www.kzs.si/incl?id=114&game_id=335533&league_id=undefined&season_id=11213
402,2008/2009,1. del,4,http://www.kzs.si/incl?id=114&game_id=335543&league_id=undefined&season_id=11213
403,2008/2009,1. del,4,http://www.kzs.si/incl?id=114&game_id=335553&league_id=undefined&season_id=11213
404,2008/2009,1. del,5,http://www.kzs.si/incl?id=114&game_id=335643&league_id=undefined&season_id=11213
405,2008/2009,1. del,5,http://www.kzs.si/incl?id=114&game_id=335653&league_id=undefined&season_id=11213
406,2008/2009,1. del,5,http://www.kzs.si/incl?id=114&game_id=335663&league_id=undefined&season_id=11213
407,2008/2009,1. del,5,http://www.kzs.si/incl?id=114&game_id=335723&league_id=undefined&season_id=11213
408,2008/2009,1. del,5,http://www.kzs.si/incl?id=114&game_id=335733&league_id=undefined&season_id=11213
409,2008/2009,1. del,5,http://www.kzs.si/incl?id=114&game_id=335743&league_id=undefined&season_id=11213
410,2008/2009,1. del,6,http://www.kzs.si/incl?id=114&game_id=335813&league_id=undefined&season_id=11213
411,2008/2009,1. del,6,http://www.kzs.si/incl?id=114&game_id=335823&league_id=undefined&season_id=11213
412,2008/2009,1. del,6,http://www.kzs.si/incl?id=114&game_id=335933&league_id=undefined&season_id=11213
413,2008/2009,1. del,6,http://www.kzs.si/incl?id=114&game_id=335943&league_id=undefined&season_id=11213
414,2008/2009,1. del,6,http://www.kzs.si/incl?id=114&game_id=335953&league_id=undefined&season_id=11213
415,2008/2009,1. del,6,http://www.kzs.si/incl?id=114&game_id=335963&league_id=undefined&season_id=11213
416,2008/2009,1. del,7,http://www.kzs.si/incl?id=114&game_id=336093&league_id=undefined&season_id=11213
417,2008/2009,1. del,7,http://www.kzs.si/incl?id=114&game_id=336103&league_id=undefined&season_id=11213
